# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Sep  4 14:20:46 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_lum,sy_dist
Kepler-1464 b,Kepler-1464,0.2006600000,1.66000000,3.39000000,4.070000,0.000000,89.4730,564.00,5828.00,1.010000,1.020000,0.42978,1151.73000000
Kepler-1464 c,Kepler-1464,0.0610100000,1.00000000,0.97200000,5.340000,0.000000,968.5550,1023.00,5828.00,1.010000,1.020000,0.42978,1151.73000000
Kepler-1465 b,Kepler-1465,0.1939000000,1.77000000,3.78000000,3.750000,0.000000,6.2460,668.00,4726.00,0.710000,0.750000,-0.65202,359.49700000
Kepler-1466 b,Kepler-1466,0.1798100000,1.55000000,3.02000000,4.460000,0.000000,21.8750,585.00,5884.00,1.020000,1.010000,-0.02273,631.94900000
Kepler-1467 b,Kepler-1467,0.2388000000,3.30000000,10.90000000,1.670000,0.000000,7.9170,411.00,5332.00,0.820000,0.860000,-0.35052,852.88800000
Kepler-1468 b,Kepler-1468,0.0817000000,1.73000000,3.64000000,3.860000,0.000000,481.3520,1093.00,5893.00,1.050000,1.040000,0.53118,1899.24000000
Kepler-1468 c,Kepler-1468,0.0466000000,1.15000000,1.60000000,5.780000,0.000000,1479.5670,1448.00,5893.00,1.050000,1.040000,0.53118,1899.24000000
Kepler-1468 d,Kepler-1468,0.1456000000,3.33187146,11.10000000,1.650000,0.000000,52.7700,819.00,5794.00,1.496000,1.072000,0.53118,1899.24000000
Kepler-1469 b,Kepler-1469,0.1466000000,2.80000000,8.25000000,2.070000,0.000000,24.9010,551.00,5507.00,0.890000,0.920000,-0.27390,1159.30000000
Kepler-147 b,Kepler-147,0.1130000000,1.53000000,2.96000000,4.540000,0.000000,224.6100,953.00,6012.00,1.468000,1.145000,0.42733,1042.02000000
Kepler-147 c,Kepler-147,0.2160000000,2.43000000,6.48000000,2.480000,0.000000,61.2870,689.00,6012.00,1.468000,1.145000,0.42733,1042.02000000
Kepler-1470 b,Kepler-1470,0.1160000000,1.07000000,1.24000000,5.560000,0.000000,23.9180,574.00,4961.00,0.760000,0.800000,-0.48551,590.60100000
Kepler-1471 b,Kepler-1471,0.0453000000,1.41000000,2.57000000,5.040000,0.000000,314.2330,1238.00,5660.00,0.930000,0.950000,-0.19895,978.67800000
Kepler-1471 c,Kepler-1471,0.0981000000,1.88000000,4.19000000,3.470000,0.000000,118.5000,841.00,5533.00,1.166000,0.934000,-0.19895,978.67800000
Kepler-1472 b,Kepler-1472,0.2322000000,1.90000000,4.27000000,3.420000,0.000000,57.0790,613.00,6159.00,1.250000,1.160000,0.42003,1479.14000000
Kepler-1473 b,Kepler-1473,0.1160600000,1.19000000,1.81000000,5.900000,0.000000,111.0110,783.00,6046.00,1.090000,1.090000,0.19358,652.25300000
Kepler-1474 b,Kepler-1474,0.2108000000,2.16000000,5.31000000,2.900000,0.000000,21.3920,561.00,5870.00,1.040000,1.040000,0.02910,1180.90000000
Kepler-1475 b,Kepler-1475,0.3730000000,2.92000000,8.85000000,1.950000,0.000000,13.7600,441.00,6214.00,1.280000,1.180000,0.25381,1568.38000000
Kepler-1476 b,Kepler-1476,0.0932000000,1.67000000,3.43000000,4.050000,0.000000,75.6410,860.00,5663.00,0.960000,0.980000,-0.24290,1002.74000000
Kepler-1477 b,Kepler-1477,0.0911000000,1.18000000,1.76000000,5.890000,0.000000,78.1630,674.00,5100.00,0.780000,0.810000,-0.19624,680.82800000
Kepler-1478 b,Kepler-1478,0.1681000000,1.73000000,3.64000000,3.860000,0.000000,85.2820,598.00,5904.00,1.060000,1.040000,0.30415,1845.58000000
Kepler-1479 b,Kepler-1479,0.1134100000,1.83000000,4.01000000,3.600000,0.000000,98.5740,746.00,5796.00,0.980000,0.990000,0.14528,728.66800000
Kepler-148 b,Kepler-148,0.0280000000,1.80000000,3.89000000,3.670000,0.000000,609.0170,1284.00,5272.00,0.851000,0.860000,-0.38342,791.16300000
Kepler-148 c,Kepler-148,0.0500000000,3.60000000,12.60000000,1.480000,0.000000,187.1970,957.00,5272.00,0.851000,0.860000,-0.38342,791.16300000
Kepler-148 d,Kepler-148,0.2607000000,8.68000000,56.30000000,0.473000,0.000000,6.5320,413.00,5172.00,0.810000,0.860000,-0.38342,791.16300000
Kepler-1480 b,Kepler-1480,0.1525000000,1.67000000,3.43000000,4.050000,0.000000,16.3170,721.00,5156.00,0.810000,0.850000,-0.44868,500.89200000
Kepler-1481 b,Kepler-1481,0.0590000000,1.23000000,2.04000000,6.020000,0.000000,71.9400,797.00,4908.00,0.750000,0.800000,-0.58658,459.07600000
Kepler-1482 b,Kepler-1482,0.0996800000,1.01000000,1.01000000,5.390000,0.000000,86.4990,678.00,5381.00,0.840000,0.880000,-0.08288,567.55600000
Kepler-1483 b,Kepler-1483,0.0958000000,1.52000000,2.92000000,4.570000,0.000000,265.0180,1131.00,6337.00,1.400000,1.250000,0.39403,1273.78000000
Kepler-1484 b,Kepler-1484,0.1939000000,2.11000000,5.10000000,2.980000,0.000000,35.9200,624.00,5730.00,0.920000,0.940000,0.79551,2879.83000000
Kepler-1485 b,Kepler-1485,0.1473200000,1.47000000,2.76000000,4.770000,0.000000,85.1760,728.00,6087.00,1.120000,1.110000,0.28006,615.66000000
Kepler-1486 b,Kepler-1486,0.2846000000,2.32000000,5.99000000,2.640000,0.000000,22.3720,538.00,5965.00,1.120000,1.080000,0.31179,1769.14000000
Kepler-1487 b,Kepler-1487,0.0898000000,2.13000000,5.18000000,2.950000,0.000000,323.2940,1682.00,6541.00,1.630000,1.380000,0.55664,1014.62000000
Kepler-1487 c,Kepler-1487,0.2588000000,7.97000000,48.70000000,0.529000,0.000000,227.6800,991.00,5745.00,3.955000,1.801000,0.55664,1014.62000000
Kepler-1488 b,Kepler-1488,0.2415300000,1.86000000,4.12000000,3.520000,0.000000,73.3350,650.00,5820.00,1.310000,1.050000,0.58748,905.82500000
Kepler-1488 c,Kepler-1488,0.0695900000,1.65156749,3.37000000,4.110000,0.000000,760.6000,1212.00,5710.00,1.524000,1.003000,0.58748,905.82500000
Kepler-1489 b,Kepler-1489,0.3679000000,1.77000000,3.78000000,3.750000,0.000000,11.8930,400.00,5655.00,0.900000,0.930000,0.19764,1283.05000000
Kepler-1489 c,Kepler-1489,,0.51000000,0.08700000,3.600000,,,,5565.53,0.957000,0.977000,0.19764,1283.05000000
Kepler-149 b,Kepler-149,0.1840000000,4.21000000,16.50000000,1.220000,0.000000,23.6400,540.00,5381.00,0.953000,1.013000,-0.11929,571.03400000
Kepler-149 c,Kepler-149,0.2810000000,1.61000000,3.22000000,4.240000,0.000000,10.0840,436.00,5381.00,0.953000,1.013000,-0.11929,571.03400000
Kepler-149 d,Kepler-149,0.5710000000,3.96000000,14.90000000,1.320000,0.000000,2.4460,306.00,5381.00,0.953000,1.013000,-0.11929,571.03400000
Kepler-1490 b,Kepler-1490,0.3729000000,3.04000000,9.48000000,1.850000,0.000000,3.7880,348.00,5515.00,0.870000,0.900000,-0.31879,862.92000000
Kepler-1491 b,Kepler-1491,0.1270000000,1.51000000,2.89000000,4.610000,0.000000,138.1080,821.00,5728.00,0.990000,1.000000,0.35471,2065.59000000
Kepler-1491 c,Kepler-1491,0.3045000000,2.44000000,6.53000000,2.470000,0.000000,18.6600,530.00,5626.00,1.389000,0.991000,0.35471,2065.59000000
Kepler-1492 b,Kepler-1492,0.1262000000,1.49000000,2.83000000,4.700000,0.000000,11.5230,801.00,4712.00,0.720000,0.770000,-0.75433,331.55300000
Kepler-1493 b,Kepler-1493,0.1197000000,1.41000000,2.57000000,5.040000,0.000000,137.9100,874.00,5863.00,1.290000,1.060000,0.24900,555.05100000
Kepler-1494 b,Kepler-1494,0.3982000000,3.07000000,9.64000000,1.830000,0.000000,9.1130,415.00,5659.00,0.940000,0.960000,0.07901,1285.48000000
Kepler-1495 b,Kepler-1495,0.3677000000,2.94000000,8.96000000,1.940000,0.000000,9.1000,443.00,5831.00,1.040000,1.030000,0.05230,1355.54000000
Kepler-1496 b,Kepler-1496,0.3211000000,2.22000000,5.56000000,2.790000,0.000000,18.3830,535.00,6182.00,1.270000,1.180000,0.30410,1307.66000000
Kepler-1497 b,Kepler-1497,0.0817000000,1.66000000,3.39000000,4.070000,0.000000,172.3800,924.00,5675.00,0.950000,0.960000,-0.07340,1122.00000000
Kepler-1498 b,Kepler-1498,0.2528000000,1.33000000,2.33000000,5.440000,0.000000,9.8600,564.00,5256.00,0.810000,0.860000,-0.16563,740.00000000
Kepler-1499 b,Kepler-1499,0.2322500000,1.19000000,1.81000000,5.900000,0.000000,7.3710,409.00,5097.00,0.780000,0.820000,-0.46443,309.86900000
Kepler-15 b,Kepler-15,0.0571400000,10.76000000,209.76000000,0.930000,0.060000,430.6770,1251.00,5515.00,0.992000,1.018000,-0.08700,739.41200000
Kepler-150 b,Kepler-150,0.0440000000,1.25000000,2.10000000,5.910000,0.000000,367.2620,1131.00,5560.00,0.939000,0.956000,-0.16141,891.09200000
Kepler-150 c,Kepler-150,0.0730000000,3.69000000,13.20000000,1.440000,0.000000,132.0910,876.00,5560.00,0.939000,0.956000,-0.16141,891.09200000
Kepler-150 d,Kepler-150,0.1040000000,2.79000000,8.20000000,2.070000,0.000000,65.1420,734.00,5560.00,0.939000,0.956000,-0.16141,891.09200000
Kepler-150 e,Kepler-150,0.1890000000,3.12000000,9.91000000,1.790000,0.000000,19.6710,544.00,5560.00,0.939000,0.956000,-0.16141,891.09200000
Kepler-150 f,Kepler-150,1.2400000000,3.64000000,12.90000000,1.470000,,,,5528.00,0.905339,0.970000,-0.16141,891.09200000
Kepler-1500 b,Kepler-1500,0.1236000000,1.20000000,1.87000000,5.950000,0.000000,131.8180,928.00,5845.00,1.000000,1.000000,0.27456,1217.82000000
Kepler-1501 b,Kepler-1501,0.1159200000,1.56000000,3.05000000,4.410000,0.000000,100.0010,787.00,6229.00,1.300000,1.200000,0.20231,749.06000000
Kepler-1502 b,Kepler-1502,0.2482000000,3.18000000,10.20000000,1.740000,0.000000,77.3240,608.00,6666.00,1.720000,1.440000,0.74202,1514.02000000
Kepler-1503 b,Kepler-1503,0.3771000000,2.27000000,5.77000000,2.710000,0.000000,5.6360,321.00,5069.00,0.740000,0.770000,-0.14398,1225.57000000
Kepler-1504 b,Kepler-1504,0.3704000000,2.13000000,5.18000000,2.950000,0.000000,25.1700,485.00,5393.00,0.810000,0.850000,0.46829,2435.94000000
Kepler-1505 b,Kepler-1505,0.1829800000,0.93000000,0.74900000,5.120000,0.000000,36.1210,525.00,5686.00,0.860000,0.930000,0.14944,495.14800000
Kepler-1506 b,Kepler-1506,0.1168000000,1.32000000,2.30000000,5.500000,0.000000,235.8070,783.00,5676.00,0.930000,0.950000,0.42561,2366.02000000
Kepler-1507 b,Kepler-1507,0.1194600000,0.84000000,0.52000000,4.820000,0.000000,30.4760,630.00,5410.00,0.850000,0.890000,-0.32427,320.47800000
Kepler-1508 b,Kepler-1508,0.1629000000,1.33000000,2.33000000,5.440000,0.000000,116.1450,967.00,6158.00,1.220000,1.140000,0.53713,1260.28000000
Kepler-1509 b,Kepler-1509,0.1707000000,1.85000000,4.08000000,3.540000,0.000000,83.0810,667.00,5780.00,0.990000,1.000000,0.39912,2002.96000000
Kepler-151 b,Kepler-151,0.1160000000,3.06000000,9.59000000,1.840000,0.000000,40.7280,639.00,5460.00,0.830000,0.870000,-0.33413,649.91900000
Kepler-151 c,Kepler-151,0.1600000000,2.09000000,5.02000000,3.020000,0.000000,21.4070,544.00,5460.00,0.830000,0.870000,-0.33413,649.91900000
Kepler-1510 b,Kepler-1510,0.4089000000,3.36000000,11.20000000,1.620000,0.000000,14.0360,537.00,6200.00,1.280000,1.190000,0.37703,1696.25000000
Kepler-1511 b,Kepler-1511,0.1753000000,1.68000000,3.46000000,4.010000,0.000000,228.2190,903.00,6064.00,1.290000,1.170000,0.83813,1475.60000000
Kepler-1512 b,Kepler-1512,0.1369300000,1.18000000,1.76000000,5.890000,0.000000,1.6000,322.00,4372.00,0.670000,0.730000,-1.69500,162.00000000
Kepler-1513 b,Kepler-1513,0.5697100000,8.59400000,48.30991786,1.304000,0.306000,2.2300,346.00,5491.00,0.950000,0.943000,-0.12901,349.24700000
Kepler-1513 c,Kepler-1513,,11.00000000,84.54235626,0.349000,0.125000,,,5491.00,0.950000,0.943000,-0.12901,349.24700000
Kepler-1514 b,Kepler-1514,0.7530000000,12.41957200,1678.14240000,4.820000,0.401000,3.2300,387.90,6145.00,1.289000,1.196000,0.32838,397.29200000
Kepler-1514 c,Kepler-1514,0.0997000000,1.17582410,1.74000000,5.880000,0.320000,193.0000,1066.00,6145.00,1.289000,1.196000,0.32838,397.29200000
Kepler-1515 b,Kepler-1515,0.7523500000,9.55000000,66.20000000,0.418000,0.000000,6.0170,380.00,6511.00,1.410000,1.300000,0.56587,539.32100000
Kepler-1516 b,Kepler-1516,0.0718000000,1.75000000,3.71000000,3.800000,0.000000,615.2530,967.00,5904.00,1.070000,1.040000,0.44571,1358.95000000
Kepler-1517 b,Kepler-1517,0.0780000000,9.76000000,68.70000000,0.406000,0.000000,1526.9830,2336.00,7010.00,1.950000,1.580000,0.87873,847.29900000
Kepler-1518 b,Kepler-1518,0.0593000000,3.05000000,9.53000000,1.850000,0.000000,1079.4580,1351.00,6846.00,1.880000,1.540000,0.69092,903.51000000
Kepler-1518 c,Kepler-1518,0.0905000000,2.90000000,8.75000000,1.970000,0.000000,338.3300,1094.00,6432.00,1.345000,1.060000,0.69092,903.51000000
Kepler-1519 b,Kepler-1519,0.7655000000,7.06000000,39.60000000,0.618000,0.000000,3.9440,342.00,5644.00,0.910000,0.940000,0.32617,1441.63000000
Kepler-152 b,Kepler-152,0.1240000000,2.79000000,8.20000000,2.070000,0.000000,21.0840,551.00,5088.00,0.724000,0.779000,-0.46488,441.09000000
Kepler-152 c,Kepler-152,0.3560000000,2.39000000,6.30000000,2.540000,0.000000,2.5700,326.00,5088.00,0.724000,0.779000,-0.46488,441.09000000
Kepler-1520 b,Kepler-1520,0.0129000000,5.77000000,28.10000000,0.804000,0.000000,1134.3860,1437.00,4677.00,0.710000,0.760000,-0.67309,607.91700000
Kepler-1521 b,Kepler-1521,0.2347600000,2.50000000,6.80000000,2.390000,0.000000,5.1220,391.00,5042.00,0.760000,0.810000,-0.56910,206.98300000
Kepler-1522 b,Kepler-1522,0.0288000000,1.73000000,3.64000000,3.860000,0.000000,1513.4570,1374.00,5706.00,0.930000,0.960000,0.09172,814.12500000
Kepler-1523 b,Kepler-1523,0.0186700000,1.58000000,3.12000000,4.350000,0.000000,2218.1450,1676.00,5708.00,0.960000,0.970000,-0.09894,865.59600000
Kepler-1524 b,Kepler-1524,0.3392000000,3.54000000,12.30000000,1.520000,0.000000,8.4430,438.00,6179.00,1.250000,1.170000,-0.00637,381.77300000
Kepler-1525 b,Kepler-1525,0.0355700000,0.91000000,0.69300000,5.050000,0.000000,715.1060,1343.00,5748.00,1.040000,1.070000,-0.01120,382.98900000
Kepler-1526 b,Kepler-1526,0.0418000000,2.43000000,6.48000000,2.480000,0.000000,99.0970,787.00,4601.00,0.690000,0.730000,-0.70671,555.57400000
Kepler-1527 b,Kepler-1527,0.6276000000,4.77000000,20.40000000,1.030000,0.000000,7.8130,450.00,6224.00,1.320000,1.210000,0.48222,1842.13000000
Kepler-1528 b,Kepler-1528,0.0296000000,1.46000000,2.73000000,4.820000,0.000000,1106.8510,1549.00,5857.00,1.030000,1.030000,-0.06429,817.53400000
Kepler-1529 b,Kepler-1529,0.0525000000,2.10000000,5.06000000,3.000000,0.000000,115.7650,817.00,5048.00,0.770000,0.810000,-0.52049,661.01400000
Kepler-153 b,Kepler-153,0.1290000000,2.92000000,8.85000000,1.950000,0.000000,21.6090,621.00,5404.00,0.892000,0.756000,-0.44630,459.36800000
Kepler-153 c,Kepler-153,0.2370000000,2.53000000,6.94000000,2.350000,0.000000,6.4220,458.00,5404.00,0.892000,0.756000,-0.44630,459.36800000
Kepler-1530 b,Kepler-1530,0.0355300000,1.64000000,3.33000000,4.150000,0.000000,353.5610,1484.00,5477.00,0.880000,0.920000,-0.31086,489.87600000
Kepler-1530 c,Kepler-1530,0.0574400000,1.65000000,3.36000000,4.110000,0.000000,135.1790,1167.00,5477.00,0.880000,0.920000,-0.31086,489.87600000
Kepler-1530 d,Kepler-1530,0.0827600000,3.27870115,10.80000000,1.680000,0.000000,69.2000,972.00,5678.00,1.303000,1.015000,-0.31086,489.87600000
Kepler-1531 b,Kepler-1531,0.0220400000,1.11000000,1.41000000,5.670000,0.000000,4457.2000,2537.00,6260.00,1.270000,1.160000,0.30365,666.33400000
Kepler-1532 b,Kepler-1532,0.0206000000,1.35000000,2.39000000,5.340000,0.000000,1705.7620,1681.00,5559.00,0.880000,0.910000,-0.14116,798.24600000
Kepler-1533 b,Kepler-1533,0.9341600000,3.46000000,11.80000000,1.570000,0.000000,4.7860,330.00,6431.00,1.510000,1.310000,0.66241,966.80100000
Kepler-1534 b,Kepler-1534,0.0599000000,1.89000000,4.23000000,3.440000,0.000000,196.5100,955.00,5442.00,0.860000,0.900000,-0.23300,1107.00000000
Kepler-1535 b,Kepler-1535,0.5329000000,2.55000000,7.04000000,2.330000,0.000000,5.3840,384.00,6021.00,1.110000,1.080000,0.16473,897.73300000
Kepler-1536 b,Kepler-1536,0.8507000000,3.14000000,10.00000000,1.770000,0.000000,0.1930,166.00,4434.00,0.670000,0.710000,-0.82240,387.24800000
Kepler-1537 b,Kepler-1537,0.0245000000,1.18000000,1.76000000,5.890000,0.000000,713.1680,1800.00,5079.00,0.770000,0.810000,-0.42348,517.29200000
Kepler-1538 b,Kepler-1538,0.6095000000,2.82000000,8.35000000,2.050000,0.000000,1.9890,346.00,5837.00,1.030000,1.030000,-0.08496,1125.30000000
Kepler-1539 b,Kepler-1539,0.4765000000,2.70000000,7.75000000,2.160000,0.000000,1.5720,301.00,5176.00,0.800000,0.840000,-0.42607,748.32600000
Kepler-154 b,Kepler-154,0.1980000000,2.26000000,5.73000000,2.730000,0.000000,28.1100,561.00,5690.00,1.001000,0.933000,0.03322,915.21200000
Kepler-154 c,Kepler-154,0.3030000000,2.95000000,9.01000000,1.930000,0.000000,12.0710,454.00,5690.00,1.001000,0.933000,0.03322,915.21200000
Kepler-154 d,Kepler-154,0.1435400000,3.84000000,14.10000000,1.370000,0.000000,53.0020,657.00,5769.00,0.980000,0.980000,0.03322,915.21200000
Kepler-154 e,Kepler-154,0.0476600000,1.50000000,2.86000000,4.660000,0.000000,480.4050,1140.00,5769.00,0.980000,0.980000,0.03322,915.21200000
Kepler-154 f,Kepler-154,0.0883200000,1.50000000,2.86000000,4.660000,0.000000,139.8840,838.00,5769.00,0.980000,0.980000,0.03322,915.21200000
Kepler-1540 b,Kepler-1540,0.4426000000,2.49000000,6.76000000,2.410000,0.000000,0.8490,266.00,4540.00,0.690000,0.740000,-0.81759,244.96000000
Kepler-1541 b,Kepler-1541,0.0755500000,1.16000000,1.65000000,5.810000,0.000000,75.5600,1048.00,5282.00,0.810000,0.860000,-0.33627,416.69200000
Kepler-1542 b,Kepler-1542,0.0476500000,0.76000000,0.36300000,4.540000,0.000000,518.4370,1160.00,5564.00,0.990000,0.940000,0.07026,399.11400000
Kepler-1542 c,Kepler-1542,0.0387000000,0.65000000,0.20800000,4.160000,0.000000,786.0820,1287.00,5564.00,0.990000,0.940000,0.07026,399.11400000
Kepler-1542 d,Kepler-1542,0.0629000000,0.87000000,0.59000000,4.920000,0.000000,297.8060,1010.00,5564.00,0.990000,0.940000,0.07026,399.11400000
Kepler-1542 e,Kepler-1542,0.0564900000,0.76000000,0.36300000,4.540000,0.000000,369.9990,1065.00,5564.00,0.990000,0.940000,0.07026,399.11400000
Kepler-1543 b,Kepler-1543,0.0867000000,2.71000000,7.80000000,2.150000,0.000000,375.6510,1774.00,6561.00,1.650000,1.390000,0.48688,921.78400000
Kepler-1544 b,Kepler-1544,0.5446500000,1.78000000,3.82000000,3.720000,0.000000,0.8330,269.00,4886.00,0.740000,0.810000,-0.60600,335.09000000
Kepler-1545 b,Kepler-1545,0.5442000000,2.70000000,7.75000000,2.160000,0.000000,1.4080,274.00,5201.00,0.800000,0.840000,-0.27681,729.96400000
Kepler-1546 b,Kepler-1546,0.1366000000,3.13000000,9.96000000,1.780000,0.000000,36.3020,671.00,5623.00,0.930000,0.950000,-0.12963,931.95600000
Kepler-1547 b,Kepler-1547,0.0155600000,0.90000000,0.66600000,5.020000,0.000000,5760.9440,3186.00,6078.00,1.180000,1.120000,0.22242,674.69500000
Kepler-1548 b,Kepler-1548,0.4679000000,2.64000000,7.46000000,2.230000,0.000000,1.9330,350.00,5706.00,0.970000,0.990000,-0.30667,872.27900000
Kepler-1549 b,Kepler-1549,0.6687000000,2.57000000,7.13000000,2.310000,0.000000,1.1840,286.00,5324.00,0.840000,0.880000,-0.27333,803.05200000
Kepler-155 b,Kepler-155,0.0560000000,2.09000000,5.02000000,3.020000,0.000000,23.5000,614.00,4508.00,0.620000,0.635000,-1.21000,293.49900000
Kepler-155 c,Kepler-155,0.2420000000,2.24000000,5.65000000,2.760000,0.000000,1.2800,286.00,4508.00,0.620000,0.635000,-1.21000,293.49900000
Kepler-1550 b,Kepler-1550,0.7681000000,3.02000000,9.38000000,1.870000,0.000000,2.3050,348.00,5991.00,1.110000,1.070000,0.11945,1179.01000000
Kepler-1551 b,Kepler-1551,0.1772000000,2.66000000,7.56000000,2.210000,0.000000,60.4210,722.00,6136.00,1.220000,1.140000,0.24402,1463.72000000
Kepler-1552 b,Kepler-1552,0.6011000000,2.47000000,6.66000000,2.430000,0.000000,1.8540,268.00,5202.00,0.780000,0.850000,-0.20141,769.09600000
Kepler-1553 b,Kepler-1553,0.0481000000,1.15000000,1.60000000,5.780000,0.000000,166.1060,926.00,5288.00,0.810000,0.850000,-0.33811,692.59400000
Kepler-1554 b,Kepler-1554,0.5952700000,2.90000000,8.75000000,1.970000,0.000000,1.0140,288.00,5297.00,0.810000,0.840000,-0.39312,946.84700000
Kepler-1555 b,Kepler-1555,0.0805000000,1.61000000,3.22000000,4.240000,0.000000,483.2620,959.00,5866.00,1.060000,1.040000,0.38933,2013.27000000
Kepler-1556 b,Kepler-1556,0.0829000000,1.96000000,4.50000000,3.280000,0.000000,92.1380,797.00,5608.00,0.950000,0.970000,-0.23063,944.54000000
Kepler-1557 b,Kepler-1557,0.0490000000,1.53000000,2.96000000,4.540000,0.000000,645.5430,1287.00,6099.00,1.170000,1.110000,0.11938,1380.16000000
Kepler-1558 b,Kepler-1558,0.0427800000,0.68000000,0.24400000,4.260000,0.000000,189.8860,1019.00,5101.00,0.790000,0.830000,-0.48006,325.73700000
Kepler-1559 b,Kepler-1559,0.0183500000,0.72000000,0.29900000,4.400000,0.000000,1620.0630,1609.00,5316.00,0.820000,0.860000,-0.27638,614.82700000
Kepler-156 b,Kepler-156,0.0540000000,2.30000000,5.90000000,2.660000,0.000000,135.0770,867.00,5094.00,0.807000,0.864000,-0.43985,443.48300000
Kepler-156 c,Kepler-156,0.1170000000,2.55000000,7.04000000,2.330000,0.000000,28.6420,588.00,5094.00,0.807000,0.864000,-0.43985,443.48300000
Kepler-1560 b,Kepler-1560,0.0417500000,0.89000000,0.64000000,4.990000,0.000000,593.9190,1269.00,5815.00,1.020000,1.020000,-0.03447,502.49700000
Kepler-1561 b,Kepler-1561,0.0194000000,1.09000000,1.32000000,5.600000,0.000000,2364.8070,1682.00,5957.00,1.110000,1.070000,-0.02044,839.07600000
Kepler-1562 b,Kepler-1562,0.3308000000,3.55000000,12.30000000,1.510000,0.000000,31.7680,554.00,5760.00,1.050000,1.020000,0.49073,2060.72000000
Kepler-1563 b,Kepler-1563,0.0442000000,0.75000000,0.34700000,4.520000,0.000000,390.5700,1134.00,5765.00,0.990000,1.000000,-0.01020,616.69700000
Kepler-1564 b,Kepler-1564,0.1327000000,1.47000000,2.76000000,4.770000,0.000000,41.5140,635.00,5528.00,0.900000,0.930000,-0.13536,908.80500000
Kepler-1565 b,Kepler-1565,0.0241000000,1.19000000,1.81000000,5.900000,0.000000,510.5660,1234.00,4940.00,0.730000,0.760000,-0.56447,629.93000000
Kepler-1566 b,Kepler-1566,0.0119800000,0.79000000,0.41800000,4.660000,0.000000,2340.9840,1871.00,5254.00,0.810000,0.840000,-0.43675,466.58600000
Kepler-1567 b,Kepler-1567,0.5520000000,2.73000000,7.90000000,2.130000,0.000000,2.7230,330.00,5655.00,0.930000,0.950000,-0.12183,1206.11000000
Kepler-1568 b,Kepler-1568,0.1515700000,1.30000000,2.24000000,5.600000,0.000000,72.5680,729.00,5956.00,1.190000,1.090000,0.25777,916.31300000
Kepler-1569 b,Kepler-1569,0.0666900000,1.68000000,3.46000000,4.010000,0.000000,495.6520,1222.00,6319.00,1.400000,1.250000,0.33545,945.45400000
Kepler-157 b,Kepler-157,0.0280000000,1.32000000,2.30000000,5.500000,0.000000,1572.3090,1546.00,5774.00,1.044000,0.950000,0.09117,773.71300000
Kepler-157 c,Kepler-157,0.1100000000,2.24000000,5.65000000,2.760000,0.000000,101.7540,779.00,5774.00,1.044000,0.950000,0.09117,773.71300000
Kepler-157 d,Kepler-157,0.0706000000,1.46000000,2.73000000,4.820000,0.000000,244.0580,969.00,5866.00,1.030000,1.020000,0.09117,773.71300000
Kepler-1570 b,Kepler-1570,0.1669900000,1.07000000,1.24000000,5.560000,0.000000,76.4570,836.00,5550.00,0.890000,0.920000,0.41425,918.99500000
Kepler-1571 b,Kepler-1571,0.0428700000,1.52000000,2.92000000,4.570000,0.000000,757.1320,1476.00,6297.00,1.390000,1.230000,0.19400,675.30300000
Kepler-1572 b,Kepler-1572,0.0583800000,0.94000000,0.77900000,5.150000,0.000000,583.5230,1293.00,5618.00,0.950000,0.970000,0.37265,946.60200000
Kepler-1573 b,Kepler-1573,0.0364000000,1.20000000,1.87000000,5.950000,0.000000,1343.1140,1379.00,5808.00,1.000000,1.010000,0.16867,1455.36000000
Kepler-1574 b,Kepler-1574,0.0743000000,1.29000000,2.21000000,5.660000,0.000000,289.7780,1003.00,5892.00,1.080000,1.060000,0.15604,1384.16000000
Kepler-1575 b,Kepler-1575,0.0366000000,1.31000000,2.27000000,5.550000,0.000000,803.6790,1312.00,5667.00,0.920000,0.950000,-0.03716,1246.92000000
Kepler-1576 b,Kepler-1576,0.0721100000,1.04000000,1.12000000,5.470000,0.000000,156.6080,1059.00,5876.00,1.060000,1.050000,-0.06329,460.91000000
Kepler-1577 b,Kepler-1577,0.0657000000,1.13000000,1.51000000,5.750000,0.000000,57.7510,1125.00,4862.00,0.740000,0.780000,-0.60727,510.02900000
Kepler-1578 b,Kepler-1578,0.0252000000,1.04000000,1.12000000,5.470000,0.000000,1486.4380,1700.00,5545.00,0.860000,0.900000,-0.16523,1064.05000000
